level,name,accuracy,ci_low,ci_high,count
leaf,object_aggregation,0.37775938090395816,0.328362271780467,0.4314218221050612,955
leaf,object_attributes,0.5972576530612245,0.4824269715899181,0.714053724053724,192
leaf,object_identification,0.4942277280564325,0.43921335649936766,0.5508800104400976,866
leaf,spatial_localization_camera,0.6129947258623728,0.49937176910391196,0.7298751640807838,213
leaf,spatial_localization_situs,0.07142857142857142,0.0,0.21428571428571427,25
leaf,temporal_localization,1.0,1.0,1.0,1
group,aggregation,0.37775938090395816,0.33032322156582317,0.42771646263985097,955
group,object_recognition,0.5170692176033062,0.4659057346877824,0.5657787202837739,1296
group,temporal_grounding,1.0,1.0,1.0,1
answer_format,binary,0.6724426807760141,0.574375,0.7634975749559082,176
answer_format,fo_class,0.4938930880434816,0.43632202402622244,0.5507293320002407,920
answer_format,multiple_choice,0.7651098901098902,0.6011637667887668,0.8957837301587303,90
answer_format,number,0.31265199977934394,0.26599434672088607,0.3606135446024063,768
answer_format,open_ended,0.5222860676904794,0.43089305703341946,0.6137380169142249,298
overall,MEAN,0.4546020723104056,0.41391989087301584,0.4940977733686068,2252
pre_evaluation,SCORE,0.6293287979660871,,,3
